e,b,n12,n23,n31,nd,nc,rej,time
1.0,1.5,344,771,764,28119,0,2,1432.1320579051971
1.0,1.0,403,708,759,28126,0,4,1448.3875224590302
1.0,0.0,413,766,816,28002,0,3,1492.8028321266174
1.0,0.5,424,783,822,27971,0,0,1578.5711450576782
1.0,2.0,428,776,724,28072,0,0,1499.52046585083
1.0,2.5,398,751,764,28086,0,1,1536.145351409912
1.0,3.0,401,786,775,28037,0,1,1527.9093294143677
1.0,3.5,416,712,750,28121,0,1,1525.4939305782318
1.0,4.0,376,695,668,28260,0,1,1428.512767314911
1.0,4.5,396,655,654,28293,0,2,1407.3309905529022
1.0,5.0,388,641,635,28334,0,2,1402.8442158699036
1.0,5.5,379,633,591,28397,0,0,1356.5793006420135
1.0,6.0,380,530,581,28509,0,0,1331.1883141994476
1.0,6.5,391,538,545,28524,0,2,1344.5356137752533
1.0,7.0,445,563,523,28469,0,0,1341.8795940876007
1.0,7.5,413,525,535,28526,0,1,1329.9633564949036
1.0,8.0,404,526,526,28543,0,1,1380.963666677475
1.0,8.5,439,466,506,28588,0,1,2078.2694187164307
1.0,9.0,437,507,484,28570,0,2,2108.463129043579
1.0,10.0,380,513,505,28599,0,3,2018.8207166194916
1.0,11.0,407,429,481,28681,0,2,2005.0361771583557
1.0,11.5,429,420,491,28657,0,3,2013.8650579452515
1.0,9.5,481,477,475,28563,0,4,2115.8495428562164
1.0,10.5,418,447,487,28647,0,1,2105.5003039836884
1.0,13.0,392,489,444,28675,0,0,2128.3002586364746
1.0,12.5,449,455,452,28641,0,3,2156.5174338817596
1.0,12.0,432,447,502,28614,0,5,2172.7451667785645
1.0,13.5,434,427,490,28649,0,0,2188.1209392547607
1.0,14.0,452,446,468,28633,0,1,2268.1553761959076
1.0,16.0,422,427,443,28705,0,3,2121.440160036087
1.0,14.5,438,433,482,28645,0,2,2219.2631556987762
1.0,15.5,441,445,423,28691,0,0,2201.5678396224976
1.0,15.0,437,510,412,28639,0,2,2318.8579626083374
1.0,16.5,439,432,427,28701,0,1,2180.055278301239
1.0,17.0,433,435,427,28704,0,1,2171.3499507904053
1.0,18.5,344,434,411,28808,0,3,2054.222980260849
1.0,18.0,399,471,423,28704,0,3,2132.6644582748413
1.0,17.5,369,452,449,28727,0,3,2197.6070504188538
1.0,19.0,372,454,442,28730,0,2,2173.0029270648956
1.0,19.5,309,417,392,28880,0,2,1932.997132062912
1.0,20.0,343,372,384,28899,0,2,1973.539677143097
1.0,21.5,321,353,349,28974,0,3,1915.269981622696
1.0,22.0,313,318,357,29010,0,2,1901.869475364685
1.0,21.0,359,343,351,28947,0,0,2000.1453387737274
1.0,20.5,337,338,378,28946,0,1,2013.2174484729767
1.0,22.5,344,318,334,29003,0,1,1891.522180557251
1.0,23.0,343,318,300,29039,0,0,1126.2070441246033
1.0,23.5,316,330,329,29024,0,1,1170.051423072815
1.0,24.0,326,352,341,28977,0,4,1188.7590370178223
1.0,24.5,319,335,326,29019,0,1,1149.5782940387726
1.0,25.0,296,337,310,29055,0,2,1160.4410827159882
1.0,25.5,313,320,324,29042,0,1,1155.5298416614532
1.0,27.0,321,284,271,29122,0,2,1075.3095352649689
1.0,26.5,325,308,303,29063,0,1,1117.903753042221
1.0,26.0,348,312,297,29042,0,1,1228.829535484314
1.0,27.5,280,265,306,29146,0,3,1087.8147745132446
1.0,28.0,307,226,270,29192,0,5,1068.782158613205
1.0,28.5,286,265,245,29202,0,2,990.3371202945709
1.0,30.0,252,236,206,29305,0,1,926.3686811923981
1.0,29.0,266,264,224,29246,0,0,947.4234573841095
1.0,29.5,250,237,222,29290,0,1,967.4531495571136
1.0,31.0,251,177,205,29365,0,2,812.2656543254852
1.0,31.5,223,197,195,29383,0,2,801.1198406219482
1.0,30.5,239,194,226,29341,0,0,928.9743082523346
1.0,32.0,232,203,160,29403,0,2,791.7562375068665
1.0,32.5,238,165,187,29410,0,0,796.7572999000549
1.0,33.0,221,170,206,29403,0,0,749.2198188304901
1.0,33.5,209,155,145,29491,0,0,684.6193408966064
1.0,34.0,206,134,143,29515,0,2,676.7514588832855
1.0,34.5,207,141,151,29500,0,1,673.103709936142
1.0,35.0,183,132,136,29546,0,3,662.8592598438263
1.0,37.0,171,122,115,29590,0,2,558.184401512146
1.0,35.0,216,164,160,29458,0,2,683.9567716121674
1.0,41.0,67,62,72,29799,0,0,402.6008837223053
1.0,39.0,123,94,96,29686,0,1,483.53199315071106
1.0,45.0,18,33,29,29917,0,3,229.31019687652588
1.0,43.0,40,61,53,29846,0,0,330.931654214859
1.0,49.0,13,12,12,29962,0,1,160.72029852867126
1.0,47.0,13,20,35,29932,0,0,220.23439645767212
1.0,51.0,9,11,11,29965,0,4,200.63959503173828
1.0,53.0,6,5,3,29981,0,5,192.04531478881836
1.0,55.0,1,1,4,29990,0,4,128.62298035621643
1.0,57.0,2,7,1,29990,0,0,119.46048998832703
1.0,59.0,1,1,1,29994,0,3,100.84769701957703
1.0,61.0,3,1,0,29994,0,2,113.64558458328247
1.0,63.0,1,2,0,29991,0,6,117.12453484535217
1.0,65.0,1,0,0,29999,0,0,90.20691108703613
1.0,67.0,0,0,0,30000,0,0,84.83837294578552
1.0,69.0,0,0,0,29997,0,3,85.03378391265869
1.0,71.0,1,0,2,29995,0,2,80.79366731643677
1.0,71.0,0,0,0,29997,0,3,270.7558944225311
1.0,73.0,1,1,1,29996,0,1,267.2103998661041
1.0,75.0,0,0,0,29998,0,2,260.516051530838
1.0,77.0,0,0,0,29998,0,2,248.02668690681458
1.0,79.0,0,1,1,29998,0,0,251.84600448608398
1.0,81.0,0,0,0,30000,0,0,235.40369534492493
1.0,83.0,0,0,1,29998,0,1,232.25973796844482
1.0,85.0,0,1,0,29996,0,3,227.57212233543396
1.0,87.0,0,1,0,29998,0,1,222.0463888645172
1.0,109.0,0,1,1,29995,0,3,196.94845294952393
1.0,111.0,0,0,0,29999,0,1,198.7329797744751
1.0,103.0,0,1,1,29998,0,0,200.38906741142273
1.0,107.0,0,1,0,29994,0,5,200.63865280151367
1.0,105.0,0,1,0,29994,0,5,203.22572898864746
1.0,89.0,0,0,0,30000,0,0,219.11342906951904
1.0,97.0,0,0,0,29998,0,2,221.7965247631073
1.0,101.0,0,0,0,29999,0,1,222.55603051185608
1.0,99.0,0,0,0,29998,0,2,225.12671089172363
1.0,95.0,0,0,0,29999,0,1,233.80276322364807
1.0,93.0,1,0,0,29998,0,1,238.4739954471588
1.0,91.0,0,0,0,29997,0,3,243.42371892929077
1.0,113.0,0,1,0,29994,0,5,170.25739789009094
1.0,115.0,0,0,0,29999,0,1,167.72397708892822
1.0,117.0,0,1,0,29998,0,1,168.04017424583435
1.0,119.0,0,0,0,29997,0,3,163.89455842971802
1.0,129.0,0,0,0,29997,0,3,168.34871554374695
1.0,131.0,0,0,0,29998,0,2,168.4474127292633
1.0,125.0,0,0,0,29999,0,1,172.79322266578674
1.0,123.0,0,0,0,30000,0,0,177.23146104812622
1.0,121.0,0,0,0,29996,0,4,178.95254564285278
1.0,127.0,0,0,1,29997,0,2,184.43145179748535
1.0,155.0,0,0,0,29995,0,5,138.92564177513123
1.0,153.0,0,0,0,29997,0,3,139.60734343528748
1.0,151.0,0,0,0,29999,0,1,141.53934049606323
1.0,147.0,0,0,0,29998,0,2,144.1149652004242
1.0,149.0,0,0,0,29999,0,1,144.73344898223877
1.0,145.0,0,0,0,30000,0,0,152.13881850242615
1.0,133.0,0,2,0,29997,0,1,153.8564965724945
1.0,141.0,0,0,0,30000,0,0,156.05046343803406
1.0,143.0,0,0,1,29997,0,2,156.62836384773254
1.0,137.0,0,0,0,29998,0,2,159.94869470596313
1.0,139.0,0,0,1,29995,0,4,160.16733288764954
1.0,135.0,0,0,0,29998,0,2,162.3406262397766
1.0,177.0,0,0,0,29999,0,1,121.7098217010498
1.0,175.0,0,0,0,29999,0,1,126.69281148910522
1.0,171.0,0,0,0,30000,0,0,127.0180230140686
1.0,173.0,0,0,0,29998,0,2,127.10163831710815
1.0,157.0,0,0,0,29999,0,1,129.3074951171875
1.0,179.0,0,0,0,29999,0,1,131.09320759773254
1.0,165.0,0,0,0,30000,0,0,137.09017133712769
1.0,159.0,0,0,0,29999,0,1,140.18626761436462
1.0,163.0,0,0,0,29998,0,2,141.3321361541748
1.0,169.0,1,0,0,29999,0,0,142.9727931022644
1.0,167.0,0,0,2,29996,0,2,147.85809993743896
1.0,161.0,0,1,0,29997,0,2,152.65957951545715
1.0,181.0,0,0,0,29998,0,2,112.81347417831421
1.0,205.0,0,0,0,29999,0,1,106.29672622680664
1.0,203.0,1,0,0,29998,0,1,107.64215612411499
1.0,201.0,1,0,0,29997,0,2,107.96427130699158
1.0,199.0,0,0,0,29997,0,3,109.70408940315247
1.0,197.0,0,0,0,29998,0,2,110.9479570388794
1.0,183.0,1,0,0,29998,0,1,112.69027924537659
1.0,195.0,0,0,0,29998,0,2,116.73096251487732
1.0,191.0,1,0,0,29998,0,1,118.81779527664185
1.0,189.0,1,0,0,29996,0,3,119.52615451812744
1.0,193.0,0,0,0,29998,0,2,121.16374802589417
1.0,187.0,0,0,0,29996,0,4,121.30391907691956
1.0,185.0,0,0,0,29999,0,1,122.99495053291321
1.0,207.0,0,0,0,30000,0,0,99.58424925804138
456.0,0.0,187,170,184,29459,0,0,1368.9035499095917
456.0,0.5,214,198,188,29400,0,0,1555.057924747467
456.0,1.0,204,185,181,29430,0,0,1505.1497542858124
456.0,1.5,210,142,167,29480,0,1,1485.5314660072327
456.0,2.0,172,159,123,29546,0,0,1415.9898972511292
456.0,2.5,161,107,99,29633,0,0,1283.46337556839
456.0,3.0,152,106,95,29647,0,0,1243.6704349517822
456.0,3.5,177,78,80,29665,0,0,1236.5458722114563
456.0,4.0,170,85,74,29671,0,0,1272.721917629242
456.0,4.5,147,82,104,29666,0,1,1234.5678567886353
456.0,5.0,160,81,77,29682,0,0,1255.5495269298553
456.0,5.5,173,83,79,29665,0,0,1339.2446281909943
456.0,6.0,160,65,76,29699,0,0,1304.5268831253052
456.0,6.5,142,88,85,29685,0,0,1403.0981769561768
456.0,7.0,121,64,76,29739,0,0,1307.1930186748505
456.0,7.5,110,69,72,29749,0,0,1247.2533586025238
456.0,8.0,108,57,45,29790,0,0,1149.1731185913086
456.0,8.5,109,42,35,29813,0,1,1328.7999391555786
456.0,9.0,125,38,35,29802,0,0,1282.9191076755524
456.0,9.5,115,36,45,29804,0,0,1428.772763967514
456.0,15.5,20,10,8,29962,0,0,564.0253818035126
456.0,15.0,43,6,7,29944,0,0,646.9665441513062
456.0,14.5,45,9,13,29933,0,0,695.103208065033
456.0,10.0,112,37,30,29821,0,0,1357.8180031776428
456.0,14.0,49,9,11,29931,0,0,784.8712074756622
456.0,13.5,75,14,17,29894,0,0,881.0409772396088
456.0,13.0,63,18,18,29901,0,0,929.0119652748108
456.0,16.0,15,7,10,29968,0,0,465.8680577278137
456.0,17.0,13,2,5,29979,0,1,363.1996922492981
456.0,12.5,71,29,20,29880,0,0,1081.3304862976074
456.0,16.5,18,4,4,29974,0,0,470.0709297657013
456.0,18.0,5,0,2,29993,0,0,329.3675968647003
456.0,17.5,4,6,5,29985,0,0,339.12200713157654
456.0,18.5,7,4,0,29989,0,0,304.2695381641388
456.0,11.5,85,29,35,29851,0,0,1204.1906373500824
456.0,19.0,1,3,0,29996,0,0,306.72318267822266
456.0,12.0,87,29,26,29858,0,0,1273.4697449207306
456.0,19.5,1,0,1,29998,0,0,266.46262073516846
456.0,11.0,93,29,35,29843,0,0,1344.839920759201
456.0,20.5,1,1,0,29997,0,1,256.6570956707001
456.0,21.0,0,0,0,30000,0,0,245.17915654182434
456.0,21.5,0,1,0,29999,0,0,222.14408493041992
456.0,20.0,2,0,1,29997,0,0,286.8881402015686
456.0,22.0,0,0,0,30000,0,0,231.02654767036438
456.0,10.5,103,43,40,29814,0,0,1421.6121776103973
456.0,23.0,0,0,1,29999,0,0,214.02849173545837
456.0,22.5,0,1,1,29998,0,0,221.63959789276123
456.0,23.5,0,0,0,29999,0,1,213.5189561843872
456.0,24.0,1,0,0,29999,0,0,239.99638414382935
456.0,24.5,0,0,4,29996,0,0,203.1203944683075
456.0,28.0,0,0,0,30000,0,0,175.75543665885925
456.0,27.5,0,0,0,30000,0,0,177.68885350227356
456.0,27.0,0,0,0,30000,0,0,181.27128410339355
456.0,26.5,0,0,0,30000,0,0,184.77030992507935
456.0,25.5,0,0,0,30000,0,0,192.79688572883606
456.0,26.0,0,0,0,29999,0,1,194.79250574111938
456.0,25.0,0,0,0,30000,0,0,218.65310978889465
456.0,31.0,0,0,0,29999,0,1,163.49443531036377
456.0,30.0,0,0,0,29999,0,1,165.09284210205078
456.0,30.5,0,0,0,29999,0,1,165.23497605323792
456.0,29.5,0,0,0,30000,0,0,171.21089792251587
456.0,29.0,0,0,0,30000,0,0,173.964595079422
456.0,28.5,0,0,0,30000,0,0,175.56722211837769
456.0,31.5,0,0,0,30000,0,0,159.93197751045227
456.0,34.0,0,0,0,29999,0,1,152.4383008480072
456.0,33.0,0,0,0,30000,0,0,155.65537810325623
456.0,33.5,0,0,0,30000,0,0,155.6504225730896
456.0,32.5,0,0,0,30000,0,0,158.77889752388
456.0,32.0,0,0,0,30000,0,0,161.50231671333313
456.0,35.0,0,0,0,30000,0,0,151.10356760025024
456.0,34.5,0,0,0,30000,0,0,151.36146759986877
391.0,2.5,171,118,109,29602,0,0,739.4501020908356
391.0,1.5,153,183,197,29467,0,0,768.3307635784149
391.0,0.5,164,213,191,29432,0,0,771.9652087688446
391.0,1.0,191,202,207,29400,0,0,773.3053674697876
391.0,2.0,185,166,167,29482,0,0,816.5850949287415
391.0,0.0,203,209,212,29375,0,1,823.2002060413361
391.0,4.0,179,82,85,29654,0,0,710.5731163024902
391.0,3.5,176,86,108,29630,0,0,748.4807245731354
391.0,5.0,176,107,88,29629,0,0,711.5747871398926
391.0,4.5,193,88,85,29633,0,1,772.1120293140411
391.0,5.5,189,82,79,29650,0,0,778.6260962486267
391.0,6.5,173,80,87,29659,0,1,764.8329260349274
391.0,8.0,117,72,67,29744,0,0,715.3776032924652
391.0,6.0,174,72,100,29654,0,0,788.3542721271515
391.0,7.5,126,70,86,29717,0,1,739.8123352527618
391.0,7.0,156,78,95,29671,0,0,819.1756415367126
391.0,8.5,119,48,46,29787,0,0,770.5077247619629
391.0,9.0,111,45,43,29800,0,1,691.5842690467834
391.0,9.5,111,38,38,29813,0,0,711.6944060325623
391.0,10.5,110,39,39,29811,0,1,737.7069108486176
391.0,11.5,91,36,28,29843,0,2,636.9550230503082
391.0,10.0,129,30,49,29792,0,0,795.092823266983
391.0,11.0,102,36,44,29817,0,1,1023.9151437282562
521.0,2.0,146,105,98,29651,0,0,1164.2257144451141
521.0,1.0,147,156,126,29571,0,0,1230.6208522319794
391.0,13.0,72,33,32,29863,0,0,497.0227952003479
391.0,13.5,72,22,18,29888,0,0,501.6646625995636
391.0,12.0,88,33,28,29851,0,0,587.0474247932434
521.0,3.0,171,80,82,29666,0,1,1241.9045505523682
521.0,2.5,185,89,106,29619,0,1,1275.4259688854218
391.0,12.5,82,36,33,29849,0,0,590.427476644516
521.0,1.5,164,142,131,29563,0,0,1285.6984000205994
521.0,0.0,177,160,138,29524,0,1,1293.819314956665
521.0,0.5,176,153,181,29489,0,1,1324.0763003826141
391.0,16.5,8,12,5,29975,0,0,210.42767524719238
391.0,14.5,57,14,16,29913,0,0,413.49797916412354
391.0,16.0,29,9,8,29954,0,0,305.50450587272644
391.0,15.0,52,9,11,29928,0,0,366.3224775791168
391.0,15.5,32,18,17,29933,0,0,372.04854369163513
391.0,14.0,57,18,23,29902,0,0,863.87318110466
391.0,18.0,7,8,4,29980,0,1,182.0583484172821
391.0,17.0,7,10,5,29977,0,1,220.92525458335876
391.0,19.0,4,0,2,29994,0,0,162.0387659072876
391.0,17.5,4,6,5,29985,0,0,232.00671577453613
391.0,19.5,4,1,0,29995,0,0,158.27803874015808
391.0,18.5,4,1,2,29993,0,0,282.46568727493286
391.0,20.0,4,0,0,29996,0,0,139.59843230247498
391.0,20.5,1,1,0,29998,0,0,129.2994408607483
391.0,21.5,1,2,2,29995,0,0,115.85771012306213
391.0,21.0,1,0,1,29998,0,0,136.8552007675171
391.0,22.0,0,0,0,30000,0,0,109.23691654205322
391.0,23.0,0,0,0,30000,0,0,105.27892756462097
391.0,22.5,0,0,0,30000,0,0,124.32830739021301
391.0,23.5,0,0,0,30000,0,0,104.83324146270752
391.0,24.5,0,0,0,30000,0,0,100.81169390678406
391.0,24.0,0,0,0,30000,0,0,131.297523021698
521.0,3.5,168,86,86,29660,0,0,1220.1951549053192
521.0,5.5,109,75,63,29753,0,0,1120.0079946517944
521.0,4.5,156,76,70,29698,0,0,1177.572995185852
521.0,4.0,174,62,67,29697,0,0,1243.4355990886688
521.0,5.0,153,68,73,29706,0,0,1250.681776046753
521.0,6.0,131,76,58,29735,0,0,1245.5185556411743
521.0,6.5,132,73,64,29731,0,0,1240.5004580020905
521.0,8.0,105,34,43,29818,0,0,1071.4230663776398
521.0,7.0,107,68,61,29764,0,0,1282.0555369853973
521.0,7.5,135,68,56,29741,0,0,1266.5081405639648
521.0,8.5,109,31,31,29829,0,0,1280.5476655960083
521.0,9.0,111,43,31,29815,0,0,1326.2163343429565
521.0,10.0,105,33,37,29825,0,0,1348.2476284503937
521.0,9.5,113,43,32,29812,0,0,1383.8934633731842
521.0,12.0,63,19,18,29900,0,0,1008.3745300769806
521.0,13.0,70,17,17,29896,0,0,864.6795289516449
521.0,13.5,65,19,11,29905,0,0,836.781980752945
521.0,12.5,51,19,22,29908,0,0,947.1749355792999
521.0,10.5,93,28,25,29854,0,0,1282.655035495758
521.0,11.5,72,31,17,29880,0,0,1159.3483574390411
521.0,11.0,92,36,26,29845,0,1,1207.0066950321198
521.0,16.5,11,7,3,29979,0,0,364.5244345664978
521.0,16.0,12,5,2,29981,0,0,405.7021586894989
521.0,17.0,7,1,1,29991,0,0,390.135333776474
521.0,15.0,24,5,4,29967,0,0,504.7160747051239
521.0,15.5,15,4,8,29973,0,0,508.50392746925354
521.0,14.0,50,6,10,29934,0,0,644.5411031246185
521.0,14.5,41,9,9,29940,0,1,692.3787441253662
521.0,18.0,1,1,2,29996,0,0,297.1956570148468
521.0,19.0,0,1,1,29998,0,0,251.6468722820282
521.0,17.5,4,8,1,29987,0,0,317.7261493206024
521.0,19.5,0,1,0,29999,0,0,252.69753241539001
521.0,18.5,2,2,0,29996,0,0,304.5623393058777
521.0,20.0,1,0,0,29999,0,0,248.55036902427673
521.0,20.5,1,0,0,29999,0,0,261.8652551174164
521.0,21.0,0,0,0,30000,0,0,235.59984374046326
521.0,21.5,1,0,0,29999,0,0,214.3585329055786
521.0,22.0,1,0,0,29999,0,0,228.1459288597107
521.0,22.5,0,0,0,30000,0,0,227.0068850517273
521.0,23.0,0,0,0,30000,0,0,200.8300266265869
521.0,23.5,1,1,0,29998,0,0,226.65232276916504
521.0,24.5,0,0,1,29999,0,0,192.32471704483032
521.0,24.0,0,3,0,29996,0,1,204.1945538520813
521.0,25.5,0,1,0,29999,0,0,185.6404848098755
521.0,25.0,0,0,0,30000,0,0,186.01986861228943
521.0,26.5,0,0,0,30000,0,0,179.1794080734253
521.0,26.0,0,0,0,30000,0,0,183.21042370796204
521.0,27.0,0,0,0,30000,0,0,178.44182634353638
521.0,28.0,0,0,0,30000,0,0,169.38066935539246
521.0,27.5,0,0,0,30000,0,0,176.82917094230652
521.0,29.0,0,0,0,30000,0,0,166.32538557052612
521.0,28.5,0,0,0,29999,0,1,169.7003252506256
521.0,30.0,0,0,0,30000,0,0,164.5642786026001
521.0,29.5,0,0,0,30000,0,0,165.21908736228943
521.0,30.5,0,0,0,29999,0,1,160.3992476463318
521.0,31.5,0,0,0,30000,0,0,156.30491256713867
521.0,31.0,0,0,0,30000,0,0,161.48902440071106
521.0,32.5,0,0,0,30000,0,0,152.28070640563965
521.0,32.0,0,0,0,30000,0,0,154.35443997383118
521.0,33.5,0,0,0,30000,0,0,149.93691611289978
521.0,33.0,0,0,0,30000,0,0,151.8974986076355
521.0,34.0,0,0,0,30000,0,0,147.50494718551636
521.0,34.5,0,0,0,30000,0,0,146.60630631446838
391.0,26.5,0,1,0,29999,0,0,92.85809588432312
391.0,27.5,0,0,0,30000,0,0,90.51757431030273
391.0,26.0,0,1,0,29998,0,1,94.65935015678406
391.0,27.0,0,0,0,30000,0,0,99.71079993247986
391.0,25.0,0,0,0,30000,0,0,98.57759308815002
391.0,28.0,0,0,0,30000,0,0,87.61462259292603
391.0,30.0,0,0,0,30000,0,0,84.03429007530212
391.0,29.0,0,0,0,30000,0,0,86.21406865119934
391.0,29.5,0,0,0,30000,0,0,85.11369967460632
391.0,28.5,0,0,0,30000,0,0,87.39855194091797
391.0,25.5,0,0,0,30000,0,0,197.61784029006958
391.0,30.5,0,0,0,30000,0,0,83.16454005241394
391.0,32.0,0,0,0,30000,0,0,80.43502449989319
391.0,31.5,0,0,0,30000,0,0,81.05158162117004
391.0,31.0,0,0,0,29999,0,1,81.7819676399231
391.0,33.0,0,0,0,30000,0,0,78.54390096664429
391.0,32.5,0,0,0,30000,0,0,78.38901281356812
586.0,2.0,145,106,91,29658,0,0,558.2221508026123
586.0,0.0,156,146,156,29542,0,0,597.4482748508453
586.0,2.5,164,101,86,29649,0,0,610.456024646759
586.0,0.5,168,161,174,29497,0,0,636.1777358055115
586.0,1.5,168,101,115,29616,0,0,651.808895111084
586.0,1.0,189,135,160,29515,0,1,668.0843250751495
560.0,5.5,107,75,69,29749,0,0,1028.3404340744019
560.0,4.5,151,75,67,29706,0,1,1126.838794708252
560.0,3.5,170,74,68,29688,0,0,1155.8697092533112
586.0,3.0,176,82,77,29665,0,0,576.0223679542542
560.0,4.0,157,76,73,29693,0,1,1194.4285969734192
560.0,2.5,174,81,73,29672,0,0,1205.7027008533478
560.0,3.0,165,85,77,29672,0,1,1211.4785635471344
560.0,2.0,164,106,103,29626,0,1,1213.5716395378113
560.0,1.5,161,137,91,29611,0,0,1232.1587235927582
586.0,3.5,144,60,72,29723,0,1,599.5245144367218
560.0,5.0,153,71,72,29704,0,0,1246.3190546035767
586.0,4.5,135,75,55,29735,0,0,590.177417755127
560.0,1.0,166,151,146,29537,0,0,1264.455227613449
586.0,5.0,150,59,54,29737,0,0,579.6722648143768
586.0,4.0,169,74,69,29688,0,0,628.4283459186554
560.0,0.5,173,151,157,29519,0,0,1290.6164014339447
560.0,0.0,201,149,154,29496,0,0,1327.8328154087067
586.0,5.5,135,67,54,29744,0,0,736.9610681533813
586.0,6.0,99,51,59,29791,0,0,567.2000360488892
586.0,6.5,102,57,45,29796,0,0,533.3777673244476
586.0,7.0,111,49,61,29779,0,0,609.3755216598511
586.0,8.0,104,29,34,29833,0,0,586.5546033382416
586.0,7.5,108,34,35,29823,0,0,718.9107677936554
586.0,8.5,112,22,32,29834,0,0,639.7526607513428
560.0,6.0,149,59,61,29731,0,0,1225.7714700698853
586.0,9.0,78,38,24,29860,0,0,655.3504838943481
586.0,9.5,109,22,29,29839,0,1,642.5277264118195
560.0,10.5,87,29,31,29853,0,0,1081.4539172649384
560.0,11.5,77,23,18,29882,0,0,1103.3968243598938
560.0,11.0,87,22,25,29865,0,1,1106.6060936450958
560.0,8.5,109,28,27,29836,0,0,1239.1067960262299
560.0,8.0,119,32,32,29817,0,0,1270.8419489860535
586.0,10.5,82,23,28,29867,0,0,623.5838515758514
560.0,9.5,112,20,27,29841,0,0,1317.8281462192535
560.0,10.0,119,26,24,29830,0,1,1339.0703883171082
586.0,11.5,73,22,20,29885,0,0,525.7954473495483
586.0,11.0,85,22,27,29866,0,0,633.3082420825958
586.0,10.0,93,23,34,29850,0,0,762.4824295043945
586.0,12.0,56,15,17,29912,0,0,419.1524133682251
586.0,12.5,59,10,14,29917,0,0,450.03794741630554
586.0,14.5,33,9,5,29953,0,0,338.8614239692688
560.0,15.5,20,4,5,29971,0,0,391.42604184150696
586.0,13.5,53,6,10,29931,0,0,385.59301114082336
560.0,15.0,22,5,5,29968,0,0,468.60841965675354
560.0,14.5,36,6,8,29950,0,0,558.3752739429474
586.0,13.0,64,13,4,29918,0,1,577.1480338573456
586.0,15.5,14,3,7,29976,0,0,221.08595538139343
586.0,15.0,20,7,6,29967,0,0,277.2296657562256
560.0,14.0,44,5,6,29945,0,0,647.5320751667023
586.0,14.0,43,13,8,29936,0,0,498.2279210090637
560.0,12.0,58,25,26,29891,0,0,892.0405197143555
560.0,13.5,53,8,13,29926,0,0,743.3038141727448
560.0,12.5,52,10,14,29924,0,0,747.9536652565002
586.0,16.0,11,2,4,29983,0,0,209.64734292030334
586.0,16.5,7,4,2,29987,0,0,204.34376740455627
586.0,17.5,2,1,2,29995,0,0,153.5412676334381
586.0,18.0,3,1,0,29996,0,0,147.73774695396423
586.0,18.5,2,0,1,29997,0,0,131.2343716621399
586.0,17.0,0,2,1,29997,0,0,186.54179310798645
586.0,19.0,1,0,0,29999,0,0,119.40901207923889
586.0,19.5,3,2,0,29995,0,0,128.92192244529724
560.0,16.5,5,6,3,29986,0,0,315.05898237228394
560.0,16.0,11,5,4,29980,0,0,351.1052224636078
586.0,20.5,0,0,1,29999,0,0,109.15146446228027
586.0,21.0,1,1,0,29998,0,0,106.62227749824524
586.0,21.5,1,0,0,29999,0,0,103.98209810256958
560.0,17.0,5,2,2,29991,0,0,307.4441885948181
560.0,13.0,63,13,10,29914,0,0,946.1240899562836
586.0,22.0,0,0,0,30000,0,0,100.7911627292633
560.0,17.5,3,4,3,29990,0,0,298.7657120227814
560.0,19.0,1,0,0,29999,0,0,249.86370515823364
586.0,22.5,0,0,0,30000,0,0,99.99270153045654
560.0,18.5,2,1,0,29997,0,0,266.5282361507416
586.0,23.5,0,0,0,30000,0,0,96.09211683273315
586.0,23.0,0,0,0,29999,0,1,96.48657155036926
586.0,24.0,0,0,0,30000,0,0,93.30770444869995
560.0,18.0,6,2,1,29991,0,0,294.78267669677734
586.0,20.0,1,0,1,29997,0,1,259.80277919769287
586.0,25.0,0,0,0,30000,0,0,89.5185227394104
586.0,24.5,1,0,0,29998,0,1,120.08233547210693
586.0,26.0,0,0,0,30000,0,0,87.09673595428467
586.0,25.5,0,0,0,30000,0,0,89.40045547485352
586.0,26.5,0,0,0,30000,0,0,86.74378514289856
560.0,20.0,0,0,0,30000,0,0,225.54522919654846
586.0,27.0,0,0,0,30000,0,0,84.0466718673706
560.0,19.5,1,1,1,29997,0,0,254.8734700679779
586.0,27.5,0,0,0,30000,0,0,82.93905782699585
560.0,20.5,0,0,0,30000,0,0,227.00417470932007
586.0,28.0,0,0,0,30000,0,0,82.67081141471863
560.0,21.0,2,0,0,29998,0,0,246.6219503879547
586.0,29.5,0,0,0,30000,0,0,79.71313977241516
586.0,29.0,0,0,0,30000,0,0,80.57759952545166
586.0,28.5,0,0,0,30000,0,0,81.7444314956665
560.0,21.5,1,1,0,29997,0,1,229.7162573337555
560.0,22.5,0,0,0,30000,0,0,209.7166404724121
560.0,22.0,0,0,0,30000,0,0,213.45900702476501
560.0,23.0,0,0,0,30000,0,0,198.335866689682
586.0,30.0,0,0,0,30000,0,0,78.00886917114258
586.0,30.5,0,0,0,30000,0,0,77.6738064289093
586.0,31.0,0,0,0,30000,0,0,75.91866612434387
586.0,31.5,1,0,0,29999,0,0,75.34945034980774
586.0,32.5,1,0,0,29999,0,0,73.31840515136719
586.0,32.0,0,0,0,30000,0,0,74.91375803947449
586.0,33.0,0,0,0,30000,0,0,72.74519228935242
586.0,33.5,0,0,0,30000,0,0,71.74534273147583
560.0,23.5,0,0,0,30000,0,0,190.8780746459961
586.0,34.0,1,0,0,29999,0,0,70.40268874168396
